글번호,문장
158,"['‘불황 신호등’ 장단기 금리 또 역전…""L자형 경기 침체 가능성도""']"
158,"['\n\t\t\t  ‘불황의 신호등’이 위험 신호를 다시 켰다. 한동안 정상 궤도를 밟았던 한국 국채의 장단기 금리가 최근 다시 역전된 것이다. 만기가 짧은 단기물 금리가 장기물 금리보다 높아지는 장단기 금리 역전은 시장에서 경기침체 신호로 해석된다. 경기 회복에 대한 기대감도 힘을 잃어가는 모양새다.      24일 금융투자협회에 따르면 국채 20년물과 3년물 금리의 역전 현상이 지난 11일부터 21일까지(7영업일) 지속했다. 미국과 한국의 긴축 완화와 경기 충격 없는 물가 안정(노랜딩·No landing) 기대감으로 지난 3월부터 정상 궤도로 진입한 지 6개월여만이다.      한국은행·통계청 등이 경기를 전망할 때 예의주시하는 국채 10년물과 3년물 금리 차도 급격하게 좁혀지고 있다. 지난달 18일 0.188%포인트에서 지난 19일 0.065%포인트로 격차가 줄었다.    \n\n\n\n김경진 기자           일반적으로 장기물 채권 금리는 단기물보다 더 높다. 돈을 오래 빌려주는 입장에서는 긴 대출 기간 등 여러 위험 등을 감안하면 이자를 더 받기 마련이다.       하지만 미래에 대한 전망이 불투명하고 경기에 대한 우려가 커지면 장기금리가 단기금리보다 낮아지기도 한다. 또한 인플레이션(물가 상승)에 대응하기 위해 중앙은행이 기준금리 인상에 나설 경우, 단기 금리를 끌어올리며 장단기 금리 역전 현상이 나타난다.      실제로 지난해 7월 국채 20년물과 3년물 금리가 역전됐을 때가 이랬다. 미국의 고강도 긴축으로 국내 기준금리가 빠르게 오르며, 그 여파로 단기물 채권 금리가 빠르게 오른 것이다.      ━   ‘유가 상승→물가·경기 불안’ 장단기 금리에 반영        장단기 금리 역전 혹은 장단기 금리 격차가 줄어드는 건 경기 급랭으로 단기 자금 조달 비용이 그만큼 높아질 수 있다는 시장의 불안감이 반영된 것으로 풀이된다.      이런 불안감에 불을 지핀 건 최근 심상찮은 국제유가 상승세다. 한국석유공사 오피넷에 따르면 지난 22일 기준 두바이유 가격은 배럴당 94.27달러로 석 달 새 21.7% 상승했다. 유가가 물가 상승세에 기름을 붓게 되면 고강도 긴축 정책도 장기화할 수밖에 없다.       미국도 당분간 고금리 기조를 이어갈 전망이다. 미 연방준비제도(Fed)가 지난 19~20일 미국 연방공개시장위원회(FOMC) 정례회의 이후 공개한 점도표에 따르면 올해 말 목표 금리는 연 5.6%다. 현재 기준금리가 연 5.25~5.5%인 만큼 추가 금리 인상에 나설 수 있다.       \n\n\n\n제롬 파월 연방준비제도(Fed) 의장이 지난 20일(현지시간) 연방공개시장위원회(FOMC) 정례회의를 마친 뒤 기자들의 질문에 답하고 있다. AFP=연합뉴스.           김유미 키움증권 연구원은 “국제유가 상승은 다른 원자재의 생산 비용을 높이는 부작용을 낳을 수 있고, 경기도 더 취약하게 만들 수 있다”며 “Fed가 매파(통화 긴축)적인 톤으로 대응할 수밖에 없는 상황”이라고 설명했다.      김상만 하나증권 채권파트장도 “시장은 미국이 올해 하반기에 긴축을 종료하고 경기 침체도 미미할 것(노랜딩)으로 예상했지만, 이런 낙관론이 최근 국제유가 상승 등으로 어긋나고 있다”며 “이런 상황이 국채의 장단기 금리에도 반영된 것”이라고 말했다.     ━   “수출 회복 없으면 내년 말까지 ‘L’자형 침체 이어져”        한국의 상황은 더 불안하다. 최대 수출국인 중국의 경기 침체 가능성이 부각하면서 경기 전망이 더 불투명해진 것이다. 중국 정부가 정책금리를 인하하며 경기 부양에 나서고는 있지만, 완화적 통화 정책에도 내수 소비가 반응하지 않는 ‘유동성 함정’에 빠질 수 있어서다.        이 같은 중국의 경기 침체 여파 등으로 한국의 현재 경기를 나타내는 동행지수 순환변동치는 지난 6월 이후 하락세로 돌아섰다. 전문가들이 중·장기적으로 경기 침체가 이어지는 ‘L’자형 불황을 전망하는 이유다.      \n\n\n\n김경진 기자           주원 현대경제연구원 경제연구실장은 “당초엔 올해 하반기엔 경기가 회복할 것으로 예상했지만, 이럴 가능성은 약화하고 있다”며 “수출 경기가 빠르게 회복되지 않으면 내년 하반기까지 ‘L’자형 장기 침체가 이어지는 상황이 현실화할 것”이라고 강조했다.   \n']"
159,"[""고교생이 교복 입고 담배 피우자 '퍽'…뒤통수 때린 60대 벌금형""]"
159,"['\n\t\t\t  등교시간에 교복을 입고 담배를 피우는 고등학생 2명의 뒤통수 등을 때린 60대 남성이 벌금형을 받았다.      24일 법조계에 따르면 대전지법 형사 2단독 윤지숙 판사는 최근 폭행 혐의로 기소된 A씨(62)에게 벌금 70만원을 선고했다.      \n\n\n\n           A씨는 지난 3월 24일 오전 8시20분쯤 자전거를 타고 대전 동구 성남동의 한 편의점 앞을 지나가다 교복을 입고 담배를 피우는 B군(18)과 C군(17)의 얼굴과 뒤통수 등을 때린 혐의로 재판에 넘겨졌다.      A씨는 ""미성년자임에도 담배를 피우는 학생들을 훈계할 목적이었고, 학생들도 내 자전거를 발로 넘어뜨렸다""며 쌍방폭행을 주장했지만, 재판부는 이를 받아들이지 않았다.      윤 판사는 ""사회상규상 훈계에 폭행을 수반할 이유가 없다""며 ""피해자들이 폭행에 대항하는 과정에서 A씨의 자전거를 넘어뜨리고 주먹을 쥐었던 것은 인정되지만 실제 폭행으로 이어지지 않았다""고 밝혔다.  \n']"
160,['‘디지털 성화’ 타오른 항저우…16일간의 아시아 축제 시작']
160,"['\n45개국 역대 최다 1만2천명 참가10월 8일까지 금 481개 놓고 열전중국 문화자산 스마트 기술과 접목\n\n\n\n23일 오후 중국 항저우 올림픽 스포츠센터 스타디움에서 열린 2022 항저우 아시안게임 개회식에서 도쿄 올림픽 수영 남자 200ｍ 개인혼영 금메달리스트 왕순과 디지털 점화자가 함께 성화를 점화하고 있다. 항저우/연합뉴스‘녹색’ ‘스마트’ ‘디지털’ 그리고 ‘경제성’까지…코로나19 엔데믹 시대에 처음 열리는 국제종합대회인 19회 항저우아시안게임이 23일 밤 9시(한국시각) 중국 저장성의 성도 항저우의 올림픽 스포츠센터 스타디움에서 화려하게 막을 올렸다. 항저우아시안게임 조직위원회는 “그린, 스마트, 경제, 윤리”의 단어를 제시했는데, 이 기치 아래 역대 최다 규모인 45개 나라의 1만2천여 선수단은 10월8일까지 16일간 열전에 들어간다.이날 개막식에는 시진핑 중국 국가주석이 참석했고 한덕수 한국 국무총리, 노로돔 시하모니 캄보디아 국왕, 바샤르 알-아사드 시리아 대통령, 미샬 알아흐마드 알자베르 알사바 쿠웨이트 왕세자, 푸슈파 카말 다할 네팔 총리, 사나나구스마오 동티모르 총리 등 외국의 주요 사절도 함께 했다.\n\n\n\n한국 선수단이 23일 밤 열린 2022 항저우 아시안게임 개막식에 입장하고 있다. 항저우/윤운식 기자 yws@hani.co.kr한국은 16번째, 북한은 7번째 입장개막식 선수단 입장에서는 아시아올림픽평의회(OCA) 소속 45개 국가올림픽위원회(NOC) 가운데 영어 알파벳 약자가 앞선 아프가니스탄(AFG)이 먼저 식장에 들어섰다.북한은 여자복싱의 방철미와 사격의 박명원을 공동 기수로 앞세우고 7번째로 행진해 중국 관중의 환호를 받았다. 도쿄올림픽에 일방적으로 불참해 징계를 받았던 북한은 2018년 자카르타·팔렘방 아시안게임 이후 5년 만에 국제 스포츠 무대에 복귀했다. 북한의 선수들은 총 185명이다.\n\n\n\n23일 밤 열린 2022 항저우 아시안게임 개막식에 북한 선수단이 입장하고 있다. 항저우/윤운식 기자 yws@hani.co.kr한국 선수단은 구본길(펜싱)과 김서영(수영)이 기수로 나섰고, 최윤 선수단장을 비롯해 100명의 선수가 뒤를 이어 16번째로 들어왔다. 임원을 포함해 1천140명의 선수단을 파견한 한국은 금메달 50개 이상(종합 3위)을 노린다. 개최국 중국은 마지막으로 입장했다.이후 시진핑 중국 국가주석의 개회 선언과 개막식 공연이 펼쳐졌고, 마지막으로 남자 탁구 세계 1위 판전둥과 2020 도쿄 올림픽 수영 금메달리스트 왕순 등이 성화 주자로 참여해 점화를 했다.중국 문화역량과 디지털의 결합이날 개막식 공연에서는 경제 문화적 자산이 풍부한 항저우의 전통과 현재가 디지털 기술을 통해 새롭게 연출됐다. 조직위원회가 가상현실과 인공지능(AI) 시대의 기술을 선보이겠다는 공언대로, 엘이디(LED) 그라운드는 주제에 따라 시시각각으로 바뀌었다. 수단 입장 전 오픈 공연에서는 가장 오래된 쌀 화석이 발견된 이 지역의 농경 문화의 특징은 가을 추수의 기쁨을 드러내는 등불로 연결했다. 이날은 절기상으로도 추분이었다. 본격적인 공연의 1부 ‘끝없는 우아함’에서는 물의 이미지가 시나 그림이 됐고, 비와 안개 속의 3차원 물상은 동양의 ‘여백의 미’를 통해 오히려 무한하게 한계를 넓히는 의미를 선물했다. 2부 ‘첸탕강의 파도’에서는 항저우를 휘감아 도는 거칠고 다양한 파도의 디지털 이미지 위를 두 명의 무용수가 조화하고 극복하는 모습을 통해 전진하는 아시아를 그렸다. 3부 ‘다함께 미래로’에서는 대규모 합창으로 대회 구호인 ‘Heart to Heart @ Future’(마음과 마음, 미래)와 ‘마음과 마음이 녹아드는 아시아의 미래’를 표현했다.\n\n\n\n23일 밤 중국 항저우 올림픽 스포츠센터 스타디움에서 2022 항저우아시안게임 개막식 행사가 화려하게 펼쳐지고 있다. 항저우/운운식 기자 yws@hani.co.kr‘녹색’ 메가스포츠 이벤트\xa0시진핑 중국 국가주석의 대회 개막선언 이후 터진 불꽃놀이는 실제 폭죽이 아니었다. 연꽃잎으로 외벽을 둘러싼 경기장 하늘 위나 바깥에서 실제 불꽃을 볼 수 없었다. 화약 연기나 냄새도 나지 않았다. 전자음향과 관중석 벽을 향한 이미지의 불꽃만이 작은 규모로 스타디움을 수놓았을 뿐이다. 친환경을 지향한다는 대회 조직위는 성화 점화에서 디지털 불꽃과 실제 불꽃의 결합으로 불을 밝혔다. 채화는 6월 이 지역의 신석기 유적이 있는 도시에서 했지만 온라인 성화 봉송에 1억명 이상의 참여를 유도했고, 조직위가 창조한 거대한 ‘디지털 성화봉송 주자’는 이날 주 경기장에 입장해 LED 전광판을 달린 뒤 인간 성화 주자인 왕순과 함께 불꽃을 성화대에 올렸다.\n\n\n\n23일 밤 열린 2022 항저우 아시안게임 개막식 행사에서 중국의 오성홍기가 운반되고 있다. 항저우/윤운식 기자 yws@hani.co.kr아시아 가치 중국의 노림수?개막식은 단순히 대회의 시작을 알리는 장이 아니다. 문화 행사를 통해 국가나 조직위원회가 추구하는 콘셉을 전파하는 자리다. 이날 조직위는 5천년 전에 정착했던 선주민들의 배나 쟁기 등의 요소들을 동원해 수로와 농경이 조화를 이룬 디지털 배경을 꾸몄다. 내부는 원통으로 외부는 사각형으로 깎아 하늘과 땅을 표시한 옥 조각 유물을 디지털 북의 이미지와 결합하고, ‘상선약수’(최고의 선은 물과 같다) 등 중국의 격언 등을 드러내려고 노력했다. 풍부한 문화 유산과 디지털 시대의 역량이 있기에 가능한 일이다. 대규모 합창과 등불을 통해 중국 국민에게 희망을 전하고, 아시아 지역 나라와 우의와 호혜를 강조하는 메시지에서 중국의 자신감이 드러나는 듯했다. \n']"
161,"['시진핑 주석, 한덕수 총리에 “방한 진지하게 검토”']"
161,"['\n\n\n\n\n제19회 아시안게임 개막식 참석을 위해 중국을 방문한 한덕수 국무총리가 23일 오후(현지시각) 중국 항저우 저장성 항저우 시후 국빈관에서 시진핑 중국 국가 주석을 만나 악수하고 있다. 국무총리실 제공한덕수 국무총리가 23일 중국 항저우에서 시진핑 중국 국가주석을 만나 “건강하고 성숙한 한·중 관계의 발전을 희망한다”고 말했다. 시 주석은 한 총리에게 “한국과 더불어 전략적 동반자 관계를 발전시켜 나갈 것”이라고 다짐했다.제19회 아시안게임 개막식 참석차 중국을 방문한 한덕수 국무총리는 이날 오후 항저우 시후 국빈관에서 시진핑 국가주석과 약 30분간 함께 한 회담에서 “현재와 같은 불확실한 정세와 공급망 불안정 등 다양한 도전과 과제가 있는 상황에서 중국과 상호존중, 호혜, 공동이익을 추구하고 규칙과 규범에 기반한 건강하고 성숙한 관계 발전을 추진하겠다”는 정부 의지를 밝혔다. 시 주석은 “안정적이고 실질적인 중한 관계는 양국과 양국 인민의 공동이익에 부합하고 지역의 평화와 발전을 촉진하는 데 도움이 된다”며 “한국은 이사갈 수 없는 좋은 이웃으로서 앞으로도 전략적 동반자 관계를 계속 발전시켜야 한다”고 강조했다.시 주석과 한 총리는 양국 경제협력이 관계 발전의 중요한 원동력이라는 데에 의견을 같이하고, 산업협력 및 공급망의 안정적 관리, 한·중 자유무역협정(FTA) 후속 협상을 이어가는 한편, 문화·인적교류의 증진에도 함께 노력하기로 했다.한반도 문제와 관련해, 한덕수 총리는 우리 정부의 ‘담대한 구상’을 설명하면서 중국 측의 건설적인 역할을 당부했다. 이에 대해 시 주석은 “남북 화해와 협력을 일관되게 지지하며 한반도의 평화와 안정을 위해 계속 노력하겠다”고 화답했다.시진핑 주석의 방한 문제도 이날 회담에서 거론됐다. 시 주석이 먼저 “방한 문제를 진지하게 검토하겠다”는 발언을 꺼냈다고, 장호진 외교부 1차관은 회담 직후 기자설명회에서 전했다. 앞서 윤석열 대통령은 지난해 11월 주요 20개국(G20) 정상회의가 열린 인도네시아 발리에서 시 주석과 첫 정상회담을 한 자리에서 방한을 요청한 바 있다. 이날 회담에서 한덕수 총리는 올해 한국이 의장국으로 추진하는 한·중·일 정상회의에 대해서도 설명했고, 시 주석은 “적절한 시기에 잘 개최되었으면 좋겠다”는 반응을 보였다. \n']"
162,['‘보수 유튜버’ 영입 국힘 “총선서 비참한 성적표 얻을 것” [공덕포차]']
162,['\n서울 강서구청장 보궐선거가 한 달도 채 남지 않았습니다. 이번 보궐선거는 내년 총선 전 마지막 공직선거로 ‘미니 총선’이라 불리는데요. 이재명 더불어민주당 대표 체포동의안 가결이 이번 보궐선거에도 영향을 미치게 될까요? 우파 성향 유튜브 채널 ‘내시십분’ 운영자인 개그맨 김영민씨가 20일 국민의힘에 입당했습니다. 우리의 김작자(김성회 정치연구소 와이 소장)는 “작은 희망을 느낀다”라고 이야기했는데... 무슨 뜻일까요? 또한 우리의 장깨비(장성철 공론센터 소장)가 김영민씨에게 콜라보 제안을 했다가 거절당했던 사연... 더 자세한 이야기는 〈공덕포차〉에서 확인하시죠!\n\n\n\n제작진책임 프로듀서 : 이경주프로듀서 : 김도성작가 : 박연신취재 데스크 : 김정필출연 : 송채경화 장성철 김성회행정: 김양임타이틀 : 문석진기술: 박성영음향 : 장지남카메라 : 권영진 장승호 박경원자막그래픽디자인·섬네일: 김수경연출 : 정주용 이규호 임여경 (yimpd@hani.co.kr) 제작: 한겨레TV\n']
163,"['“고향 오니까 힘 난다”…윤 대통령, 귀국 직후 헬기로 공주행']"
163,"['\n귀국 직후 ‘2023 대백제전’ 개막식에 참석\n\n\n\n윤석열 대통령이 23일 충남 공주시 금강신관공원에서 열린 2023 대백제전 개막식에 참석하고 있다. 연합뉴스윤석열 대통령이 미국 뉴욕 일정을 마치고 귀국한 23일 저녁 충청남도 공주시에서 열린 2023 대백제전 개막식에 참석했다. 윤 대통령은 “공주·부여를 세계가 주목하는 역사 문화 거점으로 만들겠다는 약속을 실천하겠다”며 지역 민심을 다독였다.윤 대통령은 이날 충청남도 공주시 공주금강신관공원에서 열린 대백제전 개막식 축사를 통해 “순방 일정을 마치고 막 도착해서 헬기를 타고 이곳으로 왔다. 여러분들 만나 뵈러 왔다. 49개 외교 행사를 마치고 고단한 몸으로 비행기에 몸을 실었지만 제 고향에 오니까 힘이 난다”고 인사하며 이렇게 말했다. 윤 대통령은 “찬란한 문화를 꽃피운 백제 유산은 아시아 문화 발전을 이끌어간 것은 물론이거니와 전 세계가 주목하는 케이(K)컬처의 디엔에이(DNA)”라며 “대백제전이 백제 문화를 세계에 널리 알리는 축제로 발전해 가기를 바란다. 제가 든든하게 뒷받침하겠다”고 밝혔다.윤 대통령은 아울러 지역 특화 사업을 활성화하겠다는 약속도 거듭했다. 그는 “오래전에 박정희 대통령께서 이곳 (대전시) 대덕을 우리나라 방위사업연구 중심지로 만드셨다. 그것을 기점으로 대덕과 충남지역이 우리 미래 산업 거점이 됐다”라며 “지난 4월 충남도와 삼성디스플레이 간 4조1000억원 규모의 신규 투자 협약식에서 충남도가 전략적으로 키우고 있는 차세대 디스플레이와 모빌리티 산업을 전폭적으로 지원하겠다고 약속드렸다”고 했다. 또 “지난 7월 천안·아산을 디스플레이 특화 단지로 지정함과 아울러, 지난 3월 발표한 천안·홍성 신규 국가 첨단산업단지도 조속히 조성되도록 빈틈없이 챙기고 밀어붙이겠다”고 덧붙였다.이날 개막식에는 일본·중국·베트남 등에서 온 교류도시 지자체장들과 김태흠 충남도지사, 최원철 공주시장, 박정현 부여군수, 충남도민 등 1만4000여명이 참석했다고 대통령실은 밝혔다. 윤 대통령은 백제 문화가 일본 고대 문화에도 영향을 끼쳤다는 것을 언급하며 주한일본대사, 시즈오카현 지사, 나라현 지사 등에게 고마움을 표했다.\n']"
164,"['윤 대통령, 유엔 순방 마치고 귀국…내주 방미성과 설명할 듯']"
164,"['\n\n\n\n\n유엔 총회 참석과 41개 각국 정상들과의 양자회담 일정을 소화한 윤석열 대통령이 23일 경기 성남시 서울공항을 통해 귀국한 뒤 김건희 여사와 악수하고 있다. 연합뉴스윤석열 대통령이 미국 뉴욕 방문 일정을 모두 마치고 23일 귀국했다.윤 대통령은 이날 오후 6시30분께 부인 김건희 여사와 함께 대통령 전용기인 공군 1호기 편으로 경기 성남시 서울공항에 도착했다. 이상민 행정안전부 장관, 국민의힘 김기현 대표와 윤재옥 원내대표, 김대기 대통령 비서실장, 이진복 정무수석, 오영주 외교부 2차관 등이 공항에 나와 윤 대통령 부부를 맞이했다.\xa0윤 대통령은 이 장관, 김 대표 등과 차례로 악수하고 짧은 대화를 나눴다. 환영객들과 모두 인사한 뒤 동행했던 김 여사와도 악수했다.윤 대통령은 지난 20일(현지시각) 취임 뒤 두 번째 유엔총회 기조연설에 나서 지난 13일 북-러 정상회담을 겨냥 “러시아와 북한 군사 거래는 우크라이나뿐만 아니라 대한민국의 안보와 평화를 직접적으로 겨냥한 도발이 될 것”이라고 비판했다. 21일 뉴욕 디지털 비전 포럼 연설에서는 “인공지능(AI)과 디지털의 오남용이 만들어내는 가짜뉴스 확산을 방지하지 못한다면 자유민주주의가 위협받는다”며 거듭 가짜뉴스 확산에 대해 우려를 나타냈다.윤 대통령은 4박6일 일정의 뉴욕 방문을 계기로 2030 세계박람회(엑스포) 부산 유치를 위해 총 41개국 정상과 개별 양자 회담을 했다. 안토니우 구테흐스 유엔 사무총장, 토마스 바흐 국제올림픽위원회(IOC) 위원장과 각각 면담했고, 카리브공동체 정상과의 만찬, 태평양도서국(태도국) 정상과의 오찬도 진행했다.윤 대통령은 주말 동안 국내 정국 현안을 보고받을 예정이다. 다음 주 초에는 미국 방문 성과를 설명하는 자리를 갖게 될 것으로 보인다.\n']"
165,"['“핵발전은 이제 그만, 태양과 바람으로!” [만리재사진첩]']"
165,"['\n\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘9.23 기후정의행진’에서 참가자들이 용산 대통령실 방향으로 행진 중 기후위기의 심각성을 알리고 기후정의 실현을 촉구하는 ‘다이인(die-in)’ 행위극을 하고 있다. 기후정의행진은 “기후위기로 인한 멸종상황을 상징한다”고 말했다. 김경호 선임기자 jijae@hani.co.kr기후위기로 인해 전 세계적으로 유례없는 폭우·폭염·산불 등 국민의 생명을 위협하는 기후재난이 이어지고 있다. 600여개 단체와 3만여명의 시민이 참여한 가운데 기후위기의 심각성을 알리고 정부에 대책을 요구하는 “위기를 넘는 우리의 힘!”이란 주제로 ‘923 기후정의행진’이 서울 도심에서 열렸다.녹색연합과 환경운동연합, 민주노총, 한국여성단체연합 등 시민사회 단체들과 시민들은 23일 오후 서울 시청역 인근에서 집회를 열고 화석연료 사용을 중단하고 즉각적인 기후위기 대응을 촉구했다.이날 집회는 지난 미국 뉴욕 유엔(UN)본부에서 열린 기후목표정상회의에 맞춰 세계 각국에서 진행되고 있는 기후 시위 중 하나로 열렸다.집회 참가자들은 “탈핵이 기후 정의다”, “불타는 지구 그 안의 우리”, “화석연료, 핵발전 중단하고 공공재생에너지로 전환하라!”, “바다는 쓰레기통이 아니다” 등이 문구가 적힌 손팻말을 들고 기후위기 대응을 외쳤다.이들은 “기후위기 방관 말고 지금 당장 대응하라!”, “핵발전 중단하고 공공재에너지로 전환하라!”, “탈석탄법 제정하고 삼척석탄발전소 건설 중단하라!”, “후쿠시마 오염수 해양투기 중단하라!” 등의 구호를 외쳤다.\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다.김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자집회를 마친 참가자들은 정부서울청사와 용산 대통령실 등 두 군데로 나눠 행진했다. 옛 일본대사관 앞에서는 바닥에 모두 죽는 듯이 드러눕는 ‘다이인(die in)’ 행위극도 열렸다. 기후정의행진은 “기후위기로 인한 멸종상황을 상징한다”고 말했다.참여단체들은 △ 기후재난으로 죽지 않고, 모두가 안전하게 살아갈 권리를 보장하라 △ 핵발전과 화석연료로부터 공공 재생에너지로, 노동자의 일자리를 보장하는 정의로운 전환 실현하라 △ 철도민영화를 중단하고 공공교통 확충하여, 모두의 이동권을 보장하라 △ 생태계를 파괴하고 기후위기 가속화하는, 신공항건설과 국립공원 개발사업 중단하라 △ 대기업과 부유층 등 오염자에게 책임을 묻고, 기후위기 최일선 당사자의 목소리를 들어라 등의 대정부 5대 요구안을 발표했다.\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 용산 대통령실 방향으로 행진하며 기후위기의 심각성을 알리고 기후정의 실현을 촉구하고 있다. 김경호 선임기자\n\n\n\n23일 오후 서울시청역 인근에서 열린 ‘923 기후정의행진’에서 참가자들이 용산 대통령실 방향으로 행진 중 기후위기의 심각성을 알리고 기후정의 실현을 촉구하는 행위극을 하고 있다. 김경호 선임기자\n']"
166,['서울·김포서 일가족 5명 숨진 채 발견…“경제적 갈등 유서”']
166,"['\n\n\n\n\n서울 송파구와 경기 김포 등 세 군데서 일가족 5명이 숨진 채 발견되는 사건이 발생한 23일 일가족 중 남편과 시어머니, 시누이가 숨진 채 발견된 송파구의 주거지에 폴리스라인이 설치돼 있다. 연합뉴스일가족 5명이 서울 송파와 김포 등 각기 다른 장소에서 숨지는 일이 발생했다.서울 송파경찰서는 23일 일가족 5명이 각기 다른 세 장소에서 숨진 채 발견돼 수사 중이라고 밝혔다.경찰은 이날 아침 7시29분께 서울 송파구 잠실의 한 아파트 단지에서 추락해 숨진 40대 여성 ㄱ씨의 동선을 확인하는 과정에서 ㄱ씨의 사망한 가족 4명을 발견했다.\xa0ㄱ씨 남편과 시어머니, 시누이는 송파구 소재 한 빌라에서, 10대 딸은 경기 김포 소재 한 호텔에서 숨진 채 발견됐다. 딸은 ㄱ씨와 함께 며칠간 이 호텔에서 머물렀던 것으로 확인됐다.경찰은 부검 등으로 일가족 사망 원인을 확인하는 한편, 사망 경위도 수사 중이다. ㄱ씨는 가족 간의 경제적 갈등이 있었다는 취지의 내용의 유서를 남겼다고 한다. ※우울감 등 말하기 어려운 고민으로 전문가의 도움이 필요한 경우 자살예방 핫라인 ☎️1577-0199, 희망의 전화 ☎️129, 생명의 전화 ☎️1588-9191, 청소년 전화 ☎️1388, 청소년 모바일 상담 ‘다 들어줄 개’ 어플, 카카오톡 등에서 24시간 전문가 상담을 받을 수 있습니다.\n']"
167,"['2023년에 열리는데, 왜 ‘2022 항저우아시안게임’이지?']"
167,"['\n[아하 항저우]\n\n\n\n항저우아시안게임 대회 로고가 부착된 중국 저장성 항저우의 한 건물. 항저우/AFP 연합뉴스\n\n\n\n2022 항저우아시안게임이 23일 저녁 개막식을 시작으로 본격적인 일정에 돌입한다. 이번 대회는 2023년 9월23일부터 10월8일까지 열린다. 그러나 이번 대회는 2023년에 열리는 데도 이름에는 ‘2022’를 사용한다. 왜일까?이번 아시안게임은 애초 2022년 9월10일부터 25일까지 열릴 예정이었다. 하지만 중국 내 코로나19 상황이 악화하면서 대회가 1년 연기됐다. 다만 대회조직위원회는 대회 전통을 이어가는 의미에서 이름은 그대로 2022를 쓰기로 했다.2021년 도쿄올림픽도 마찬가지였다. 애초 2020년에 열릴 예정이었던 도쿄올림픽은 코로나19로 1년 연기됐다. 하지만 명칭은 ‘2020’을 유지했다. 짝수해에 열리는 올림픽 전통을 지킨다는 의미였다.조직위원회들은 대회 전통을 이유로 들지만, 현실적으로는 비용 문제 때문이라는 분석도 있다. 대회가 열리기 전에 만들어둔 각종 기념품과 메달 등에 이미 ‘2022’(항저우) 혹은 ‘2020’(도쿄)이라는 숫자가 적혀있기 때문이다. 또 만약 이름을 바꾸면, 대회 명칭으로 등록해둔 각종 상표권도 문제가 될 수 있다.종합대회뿐만이 아니다. 2020 유럽축구챔피언십(유로 2020) 역시 코로나19로 연기돼 2021년에 열렸지만, ‘2020’이라는 명칭을 유지했다. 당시 유럽축구연맹(UEFA)은 대회 명칭을 유지하는 이유로 △대회 비전 계승 △코로나에 맞선 연대 표시 △관련 상품 재생산으로 인한 경제적 손해 축소를 언급했다.\n']"
168,['북중러가 노리는 다극화…신냉전 돌파구는 있다']
