단어,포함된 문장
세법상,"작은 후기명예의 전당까지 제 글이 올라갈 지 몰랐네요.원글도 길고 추가글도 많아 긴 글이 피로하시거나 고구마 같고 어두운 글이 싫으신 분들은 읽지 않으셔도 좋을 것 같습니다.타인에게 한 번도 해 본적 없는 이야기를 이렇게 해보고 욕 먹을 짓은 욕을 먹고 위로와 조언을 받아 너무 감사합니다.그래서 마지막으로 작은 후기와 몇 가지 이야기를 하고 저는 열심히 제 삶을 살려 합니다.저희 부모가 이혼한 이유는 아빠라는 인간의 심각한 가정 폭력 때문이었습니다. 저는 초등학교 들어가기 전 부터 아빠한테 맞아 머리가 터지거나 의식을 잃은 엄마가응급실에 실려 갈 때마다 같이 구급차를 타고가 보호자 역할을 했었습니다. 매일 엄마를 때리던 아빠에 엄마가 수차례 집을 나가고 수 많은 자.살 시도로 중환자실을 지키고 동생과 함께 쉼터(보육기관)를 왔다갔다하며 유기에 대한 불안이 컸던 것도 엄마를 놓지 못한 이유였던 것 같습니다.이때까지만 해도 엄마는 아빠에 맞서 저희를 지키려는 보호자였습니다. 그래도 아빠 없는 자식 만들고 싶지 않다며 참고 버티던 엄마에게 중 2때서야 저런 아빠 필요 없다고 이혼하라고 설득해서 이혼하게 되었습니다.그 후 엄마가 이렇게 변하게 된 것 입니다.저랑 동생은 그래도 유년기의 반 동안 엄마가 개 패듯이 맞고 저희를 지켜주던 모습에 엄마를 지켜야 겠다는 생각을 한 것 같습니다. 사이다 같은 후기는 아니지만, 저는 그 이 후 시댁 부모님께 더 예쁨 받으며 남편과 아주아주 행복하게 잘 지내고 있습니다. 저희가 아이가 없어 저 처럼 취약 가정에 있는 아이들이 자립할 수 있게 후원하는 일도 시작하기로 했습니다. 이 마음 변치 않고 앞으로도 주변에 베풀면서 살겠습니다.제 동생도 댓글들을 읽고 그 동안 내가 착한 아이가 되면 되겠지 엄마가 언젠가 변하겠지 라는 생각들이 바보같은 행동이라는 걸 깨닫고 엄마에게서 벗어나려고 노력하겠다고 연락이 왔습니다.다시 한번 따끔하게 질타해주시고 따뜻하게 조언과 공감해 주신 분들 모두 감사드립니다.저는 괜찮지만 혹시나 제 글을 읽으시고 저와 비슷한 상황에 계신 분들이 댓글을 보시고 나는 평생 혼자 살아야 해, 나는 가치가 없어라고 생각하지 않으셨으면 좋겠습니다.나쁘고 성숙하지 못한 부모에게서 태어난 게 절대 본인 잘못이 아님을, 내가 열심히 노력하고 바뀌려고 하면 언젠가 꼭 행복해지실꺼라 믿습니다. 몇 년 쯤 지나 아직도 행복하게 정말 정말 잘 살고 있다는 밝은 후기를 전해 드릴  수 있도록 잘 살겠습니다.감사합니다.-------------------------------------------------------------------추추가글너무 긴 글에 글 솜씨가 없어 이렇게 실시간 랭킹에까지  올라올 줄 몰랐습니다. 글을 쓴 이유는 저도 제 동생도 미쳤다, 멍청하다, 이해안된다 라는 말을 듣고 제대로 정신차려야 겠다 생각하고 욕 먹을 각오로 쓴 글입니다. 그래서 글은 지우지 않고 해주신 말들을 또 새기고 새기겠습니다.보고 살진 않지만 약간의 연을 이어간 건 아무리 말씀을 드려도 시댁 어른들이 그래도 부모다 천륜이다 하시고결혼 전 부터 계속 말했지만 남편은 본인에게는 나름 예의 차리는 모습에 장모가 그냥 사업 하다보니 기가 쎄진 약간 배려가 부족한 사람이다라고 생각했습니다.제가 안보고 살아야 한다고 말해도 일이 있기 전까지 남편은 그냥 처음 본 캐릭터 재밌는 사람쯤으로 생각 했습니다.. 또, 제 동생은 저보다는 엄마한테 아픈 손가락이라 조금 더 챙김을 받아서인지 책임감인지 뭔지 엄마를 포기할 생각이 없습니다. 그래서 엄마에 대한 정 보다 저 지옥의 구렁텅이에 동생만 남기고 나오는 거에 대한 미안함과 죄책감이 더 컸던 것 같습니다.사실 저는 동생도 댓글들을 보고 무언가 깨닫고 엄마를 놓았으면 좋겠습니다.-------------------------------------------------------------------추가글자고 일어나니 많은 분들이 댓글을 달아주셔서 감사합니다. 제 잘못이라는 걸 알았지만 많은 분들의 이야기를 보니 더 객관적으로 제가 잘못했다는걸 알았습니다.그토록 닮고 싶지 않았던 엄마와 똑같다는 말은 조금 아픈말이긴 했지만 이 상황에서 내가 피해자다라고 호소하는 것 같은 글에 그럴 수도 있겠다 라는 생각도 드네요.어딘가에 처음 말해보는거라 이렇게 많은 분들이 보실 줄 모르고 저도 모르게 그간의 울분이 다 터져나왔나봅니다. 일단 여행을 저는 극구 반대했습니다. 저는 이런 상황이 있을 거 아니 절대 안된다 반대하며 엄마가 오기 두 달 전부터 불안하고 잠도 못자고 심지어 스트레스 때문인지 생리도 안했습니다. 남편은 얘기만 듣고 겪어보지 않았으니 제가 이렇게 반응하는걸 이해를 못했구요. 아무리 말을 해도 일반적인 사람은  이 정도일거라 상상조차 못할 것 같긴 합니다.저희가 유럽에 살고 있어 물리적으로는 이미 안보고 있는 상태였고 이 번에 한 번 보면 어차피 또 안보게 되니 열흘 정도는 남편이 커버 할 수 있을 것 같다고 생각한 모양입니다. 시어머니께서도 혼자는 무서워서 비행기 절대 못탄다고 하셨구요남편은 차라리 이런 일을 한 번 겪어서 자기가 직접 알게 되서 다행인 것 같다고 합니다. 시어머니께도 제가 엄마 안보고 살꺼라고 말씀드렸을 때 엄마한테 잘해라 그래도 낳아준 엄만데 라고 하셨는데 이제는 당연히 이해하실 것 같습니다.저의 결핍이 소중한 사람에게 또 다른 가해가 될 수 있다는걸 명심하고 살겠습니다.글을 다 쓰고 올릴까말까 고민했지만 올리길 정말 잘한거 같습니다. 정말 감사합니다.동생도 저처럼 멍청한 행동을 하지 않도록 많은 분들이 이렇게 생각하고 있다 보여 줄 생각입니다.다시한번 따끔하게 충고해주시고 따뜻한 조언을 해주신 분들께 감사드립니다.----------------------------------------------------------------안녕하세요 인스타에 올라오는 톡 베스트 글들만 보다가 제가 이렇게 판에 이야기를 쓰게 될 줄 몰랐습니다.  사실 쓰고 싶은 적이 많았지만 누가 알아보면 어떡하지 라는 걱정에 쓰지 못했다고 하는게 더 맞을 것 같네요 근데 이제는 누가 알아봐도 어쩌면 누가 알아봐 주면 좋겠다고생각하는지도 모르겠습니다.  저는 얼마전 친정 엄마와 시어머니를 모시고 유럽여행을 했습니다 결론부터 말하자면, 친정 엄마의 폭언으로 인해 원래 여행일정보다 일찍 한국으로 돌아가셨습니다. 살아오면서 겪은 일들을 다 얘기하자면 2박 3일 꼬박 날을 새도 모자라니, 이번 여행에서 있었던 일과 큰 사건위주로 정리해보겠습니다.  1. 명품시계 사건  엄마는 유럽에 오기 전부터 ‘거기서 롤xx 시계를 살 수 있냐’, ‘사면 한국으로 몰래 내가 차고 가지고들어올 수 있냐’ 등등의 질문을 했습니다. 저는 잘 모르기는 하지만 세법상 불법이고 위험하니 그렇게 하지 않는 편이 좋겠다 여러 번 이야기 했습니다.  근데 알고 보니 다른사람이 사다 달라는 부탁이었고 저는 몇 천만원이나 하는 시계를 다른 사람 카드로 사는데 당연히 크게 문제가 생길 수도 있으니 절대로 안된다고 신신당부를 했습니다.  그렇게 여행 첫째날은 제가 살고 있는 도시의 시내 구경을 했습니다. 시내에 들어서자마자 바로 롤XX 매장의 간판이 보였고 엄마는 한번만 보고 가자며 밖에 있는 쇼윈도 케이스에서 이건 얼마인지 저건 얼마인지 물어보았습니다. 그 때부터 슬슬 불안해졌습니다.저희 엄마의 막무가내 성격을 잘 알고 있으니까요. 그래서 ‘이건 전시상품이라 안 판다’ ‘이건 엄마가 얘기했던 가격보다 3배는 비싸다’ 하며 계속 저 나름대로의 방어를 했습니다.  그랬더니 본인이 구경만 하겠다는데 구경도 못하게 했다고 그 시내 한복판에서 소리를 빼-액 지르는 겁니다. 이때 당연히 시어머니도 같이 계셨습니다. 거기 있던 모든 사람들이 저희를 쳐다봤고 시어머니는 당연히아주 놀라셨습니다.  시어머니는 좋은 게 좋은 거라고 생각하시는 유하신 분이라 저에게 엄마 달래라 엄마한테 그러는거 아니다 하셨고 시어머니가 안 계셨다면 진짜 여행이고 뭐고 다 때려치고 돌아갔겠지만 시어머니가 계시니 제가 좋은 말로 사과 했습니다. 기분 나쁜 티는 팍팍 내지만 결국 롤XX 매장에 들어갔고 혹시나 했는데 역시나 그 분 카드를 들고 왔더라구요. 그러면서 본인은 살 생각 없었다 구경만 하려고 했다 라니요. 다행히 여기도 한국처럼 매장에 살 수 있는 시계가 단 한점도 없다 하여 구입 하진 못했습니다.  2. 여행 내내 짜증여행 내내 아주 자잘하게는 ‘너희는 사진을 진짜못 찍는다’ ‘젊은 애들이 센스가 없다’, ‘건질 사진이 하나도 없다’, ‘자기 프사 바꿔야 되는데 잘 좀 찍어봐라’ 하루에 찍어드리는 몇 백장의 사진에 다 이런 식입니다.   유럽여행을 하는 내내 ‘너희가 이렇게 효도하니 좋다’ 가 아니라‘너희는 이렇게 내가 효도할 기회를 줘서 너무 좋겠다’ 라고 했습니다. 정말 정상적인 사람이 할 수 없는 워딩입니다.  또, 날씨가 좋으면 ‘자기는햇볕이 싫다’, ‘타는게 싫다’.날씨가 흐리면 ‘오늘은 왜 흐리냐’, ‘사진이 이쁘게 안나온다’, ‘춥다 감기 걸릴거’ 같다 등등 잠에서 깨어 있는 내내 나오는 말들이 이렇습니다. 근데 그  와중에 시어머님께 너무 죄송해서 내가 더 사진을 잘 찍으면, 기분을 맞추면 엄마가 짜증을 덜 내겠지 라는 이때까지도 ㅂ ㅅ 같은 생각을 했습니다.  3. 시어머니 까내리기 제가 우리남편 너무 멋지다 대단하다 성실하다 계속 칭찬하니그런 저한테 비굴해 보인다 하고제가 유럽살면서 하루도 빠짐없이 남편 점심 도시락을 한식으로 싸줬습니다. 근데 이것도 비굴하고 남자한테 묶여산다 니 개발하고 너 능력을 키워야 한다고요. 네, 저 여기서 계속 일도 하고 있고 MBA도 이제 마지막 학기입니다. 요리를 제외한 청소 빨래는 남편이 거의 다합니다. 근데도 항상 이런식입니다. 이게 일관성이 없는게 제가 남편 얼굴을 쓰다듬으며 너무 귀여워~~ 이러면 여자가 남자 얼굴을 밖에서 그렇게 만지면 남자 체면 안선다 이러고 그냥 무조건 까고봅니다근데 저한테 짜증내고 막말하는 건 그렇다 쳐도 시어머니를 계속해서 은근히 까내리기 시작하는 겁니다 시어머니가 빵을 드시면 빵에 설탕이랑 버터가 얼마나 들어가는지 자기는 사람들 만날 때마다 빵은 절대 먹지 말라고 말하고 다닌다고 하는데 이 소리 두 번 했을 땐 저랑 남편 둘 다 세상에 사람들이 좋아하는 거 싫어하는 거 다 다른데 뭐가 좋다 하는 사람 앞에서 나는 그거 싫다 최악이다 하면 그게 무슨 똥매너에 배려 없는 행동이냐고 화냈습니다. 남편이랑 둘 다 저랑 질려서 그냥 유럽 여행만 빨리 끝내자 하고 생각했습니다.  3. 남편한테 욕 이 내용은 제 어린시절 이야기에 대한 설명이 필요해서 많이 길어질 것 같습니다.  이제부터 점점 더 상식 밖의 행동을 하기 시작합니다. 여행을 마치고 들어와 저녁 겸 반주를 하며 얘기하다가 유럽여행 하면서 피가 마르는거 같아 남편과 제가 엄마에게 좋게 이야기 했습니다.  그랬더니 내가 내 감정 표현도 못하고 의견도 못 말하냐며 불편해서 너희랑 여행을 어떻게 하냐 내가이 나이에 딸 이랑 사위 눈치를 봐야 하냐 갑자기 발작.  그래도 조금만 배려해주시면 저희도 저희 엄마도다 즐겁게 여행할 수 있을 것 같아요 하며 다시 한번 좋게 이야기 했습니다. 그러자 갑자기 나는 그렇게 세지도 않은데 사람들이 나를 다 세게 보고 눈치를 본다며 내가 뭘 불편하게하냐 나는 얘네를 키울 때도 큰소리 한번 안 내고 키웠다 하는데 순간 제가 눈이 돌았습니다.  네, 저랑 제 동생 엄마한테 쌍욕이라는 쌍욕, 머리 뜯기고, 뺨 맞고, 닥치는 대로 퍼붓는 저주 속에서 그렇게 당하고 살았습니다.  그래서 못 견뎌서 성인 되자 마자 집 나간 저를 찾으러 제가 다니는 대학가에 있는 모든 고시원과 원룸을몇 달을 뒤지고 다녔습니다. 이건 걱정 되어서가 아니라 ‘감히 나를 거역하고 내 기분을 상하게 하고 집을 나간’ 저를 찾아 본인의 화를 풀기 위해서 였습니다.제 닉네임이 어딜 감히 인 것도 엄마가 가장 많이 하는 워딩이 ‘어딜 감히여서 입니다. 그러다 알바를 3개씩 뛰어도 학비내고 학원다니는 게 어려워 몇 날 며칠을 굶다가 3년만에 집에 들어 갔습니다.   다행히 저는 이런 집안에서 내가 정상적인 사람으로 성인이되려면 죽도록 공부해야 된다고 생각했고 열심히 공부했던 덕인지 운이 좋게도 제가 살던 곳에 있던 가장 큰 대형학원에서 강사 일을 하기 시작했습니다.  알바 할 때와 들어오는 수입의 단위가 달라지자 빨리 독립을 해서 연을 끊을 생각에 밤낮 없이 일해 2년을 모아 대학도 졸업하고 제 학원도 작게 차리고 엄마한테 독립한다고 말했습니다. 저는 엄마의 소유물이었기 때문에 어딜 감히 내 허락없이 너의 의지로 독립을 하냐 마냐 난리가 났고 어느정도예상을 해 놓은 바라 미리 싸 놓은 짐을 들고 나갔습니다.  그러자 매일 수십통에 협박 전화와 문자가 또 차단하면 다른 번호로 오기 시작했습니다. 내용은 ‘너 같은 인성쓰레기, 싸가지 없는 X한테 배우는 학생들이 불쌍하다며 학원에 찾아가서 들어가는학생들을 다 붙잡고 니가 얼마나 싸가지가 없는지 부모도 버린 X이라고 다 까발려서 학원 망하게 할꺼다’ 이런 내용과 욕들이었습니다. 그 때 너무 무섭고 보기 싫어지워버렸는데 다 남겨놓을 걸 후회가 됩니다. 세상에 어느 부모가 자식 앞길을 망친답니까?지금 생각해보면 제가 무력감이 학습 된 건지 엄마를 무서워만 하고 아무 행동도 못하고 피해 다닌 게 바보 같다고 생각합니다  더 어이가 없는 건 저한테 지금까지 키워낸 돈을 다 물어내라며 양육비 반환 청구 소송까지 한다고 하더라구요 이 때 이 인연을 끊었어야 되는데 자라면서 수 만 번 들어온 ‘내가 너희를 혼자서 어떻게 키웠는데’, ‘천륜은 끊을 수 가 없다’ 등 지금 말로 하면 가스라이팅을 당해서 인지, 결혼하기 전 마지막으로 그 동안만 같이 살자는 말에 그래 마지막이다 생각하고 들어가서 살았습니다. 남편은 이런 일련의 사건들을 다 알고 있었지만 이정도일꺼라고 생각도 못했답니다제가 마음속에 울분이 많았는지 적다 보니 너무 길어졌네요. 다시 사건으로 돌아가면 나는 세지 않고 얘들 키울 때 소리 한 번 지른 적 없다 라며 얘기하는데 제가 눈이 돌아 ‘맞은사람은 있는데 왜 때린 사람은 없냐’고 하니 그런 기억 없다 하며 남편한테 제 욕을 하기 시작했습니다.  제 욕을 하는 그 말들에 정말  쌩 ㅈㄹ을 하다가 없어졌던 공황발작이 숨도 못쉬고 엉엉 울었습니다. 네, 저도 성인이니까 시어머니 앞에서 그러면 안되었다는 걸 잘 압니다. 근데 그 날은 저도 몇 십 년간의 울분이 터졌던 것 같습니다.  남편은 엄마를 진정시켜야 되겠다는 마음에 장모님, 장모님 여러 번 좋게 제기했지만 이미 엄마는 통제가 안되는 상태였고 그걸 멈추기 위해 단호하게 장모님! 이라고 한번 불렀습니다. 그 때는 본인도 놀랬는지 지금은 둘 다 술 먹었으니 내일 얘기하자 하고 방에 들어가더군요. 그러다 다음 날 아침에  ‘니가나를 얼마나 무시하면 어딜 감히 장모님 한테 소리를 지르고 눈을 부라리냐 버릇없고 예의없다’ 이러는 겁니다 남편은 그래도 어른이니 다시 한번 부드럽게 설명했습니다. ‘여기서 음주는 했지만 음주운전은 아니다’에 맞먹는 명언이 나오는데 자기는 언성이 조금 높아진거고 너는 나한테 소리지른 거랍니다. 명품 시계 사건 때도 그게 언성이 조금 높아진거지 소리지른 건 아니라고 하더니. 그 이후부터 시어머니와 남편 저와 엄마 이렇게 분리시켜 다녔습니다. 5. 시어머니께 발악  이제 진짜 최악의 상황이 펼쳐 집니다. 자기 목 마르다고 마실 걸 사겠다고 하더니 맥주를 사왔더라고요.  낮에 그렇게 사위와 사돈어른이 계신데 혼자 방에 들어가 기분 나쁜 티를 내며 맥주를 마시더라구요 결국 계속 그래도 엄만데 라고 하시던 시어머니가 폭발하셨습니다.  당연하죠 사실 저희 부부사이 문제가 생길까봐 계속 참고 계셨던거 너무 잘 알아 아직도 죄송하고 잘해야겠다는 마음 뿐입니다.  저희도 지칠 대로 지치고 그게 최선이다 생각해서 그날 숙소 짐을 싸서 저희 집으로 간 뒤 다음날 비행기로 한국으로 보내 드리는 게 좋겠다고 판단했습니다.  그래서 술 취해서 자고 있는(낮술 먹어서 이때 겨우 저녁 6시) 엄마를 깨워서 저희 짐 싸서 지금 집으로 돌아가려 한다 표도 바꿀꺼다 라고 하니 시어머니 계신데서 저와 남편에게 ‘싸가지 없는 X들’, ‘이라고 하기 시작했고 시어머니는 애들한테 그렇게 나쁘게 얘기하면 안된다고 말리시다가 엄마가 하,  엄마라고 부르기도 싫습니다. 여튼 엄마가 시어머니를 죽일듯이 노려보며 소리를 지르며 폭언했습니다. 이때는 시어머니도 자기 한테 소리를 왜 지르냐 누군 말 못해서 참고 있는 줄 아냐 라고 같이 받아치자 문을 다 때려 부수듯이 닫고 들어갔습니다  그러면서 나 혼자 여기 있을 거니까 니들끼리 가라고 저랑 저희 남편은 진짜 놓고 가려고 했는데 시어머니께서그래도 그러면 안된다고 모시고 가야 된다고 해서엄마 술 깨고 아침에 출발 하기로 했습니다. 엄마도 그러기로 했습니다. 저희 남편은 자기 엄마한테 그러는데 진짜 얼마나 화가 났겠습니까. 근데 술 먹은 사람 붙잡고 얘기 해봤자니 그날은 그냥 자고 아침에 일어났습니다.  아침에 일어나자 또 ‘표를 왜 바꾸냐 내 표 취소하고 니네들 집 근처 호텔에서 있으려고 했던 만큼 있을거다’,‘안가고 여기 살꺼다’ 등등을 시전하길래 저희 남편이 단호하게 받아치더라구요 본인 말에는 모두가 상처받고 감정적으로 반응해야 하는데 자기 말에 일말에 동요도하지도 않는 남편을 보면서 게거품을 물었습니다. 저는 한국이 였으면 진작에 버리고 다 차단하고 왔을 겁니다. 근데 유럽이고 지금까지의 전적이 있어 저랑 남편 직장에다  난리친다고 할까봐 달래서 공항 출국장 까지만 데려다 놓고 연을 끊었습니다. 집으로 돌아오자 마자 엄마의 흔적이 있는 물건들은 싹 다 쓰레기장에 쳐 박았습니다.쓰다 보니 정말 말도 안되게 길어졌지만 쓰면서 마음도 정리가 되고 그 동안 제가 바보처럼 대처하고 겁먹고 살았던 거 같아 후회가 됩니다.  제가 이전에 끊지 못하고 바보같이 굴었던 것 때문에 너무 사랑하는 남편과 시댁어른들께 상처를 준 것같아 너무 죄송합니다. 이제 제 가족과 가정은 남편이고 저는 제 가정을 지키고 싶습니다.  저는 사실 평생 이렇게 살아서 이렇게 사는게 당연한 줄 알고 있다가 남편을 만나고 제가 살아온 방식이 이상한 거구나 깨닫고 치료도 받고 상담도 받으며건강한 어른이 되려 많이 노력하려고 하고 있습니다. 여전히 부족할 수 있지만 저는 남편과 행복하게 살기 위해 계속 노력하려고 합니다.그럼에도 주변의 말들에 내가 천륜을 끊은 불효녀일까 혹은 동생은 어쩌지 라는 생각이 불쑥 들까 걱정됩니다.제가 같은 실수를 반복하지 않도록 따끔한 충고나 이런 경험이 있으신 분들의 조언이 지금 저에겐 큰 도움이 될 것 같습니다.긴 글 읽어 주셔서 정말 정말 감사드립니다.  "
셩셩,셩셩 개웃기다
셩셩,얼마 벌었을까 가늠도 안되네 비계무물보니까 ㄱㅁㅅㄷ같은 온리팬스하는 애들 혐오하던데 이정도 마켓하는거면 셩셩이나 ㄱㅁㅅㄷ이나 팔로워 ATM으로 보는건 같음 꾸준히 욕먹어도 이악물고 마켓하는거보면 많이 벌겠지 부러운데 어디 내세울 스펙은 아닐듯.. 인스스되고 마켓으로 돈버는거 말곤 현실은 전문대 나온.. 팬한테 절하라는 대댓 공감 됨 
셩셩,이것두 셩셩? 
셩셩,무신사 스냅 셩셩맞아? 
쇼장,쇼장 내부사진 어두워서 뱀파다워보임 
스맨파,"1. 세계적 배틀러 윤지 왁씨가 부리더도 아니고 미들계급(이건 근데 둘이 워낙 세트로 시너지가 나서 붙여놓은 듯)2. 찐 막내 쎄라 루키x 계급미션도 빠짐3. 정작 루키인 벅키는 루키처럼 생겨서 모니카보다도 나이많고 스크릿 크럼프씬에서 개레전드; - 37세4. 그 루키 벅키는 모니카 립제이 허니제이 리헤이 댄서였던 다듀 뱀 코레오 짬 - 최소 코레오 경력도 10년임;; 모니카한테 팝핀도 가르친 사람5. 리더 펑키와이는 존재감 마네퀸에서 제일 희미함..배틀러 왁윤 천만쎄라 레드릭 벅키 존예로움과 존재감에 비해 기억남은게 거의 없음 ㅜ(이건 근데 엠넷에서 편집 ㄱ같이해서 그런걸지도)6. 근데 단체안무 퀄리티는 또 기가 막힘ㅋㅋㅋㅋㅋㅋ괜히 리더가 아냐 디렉 끝내주게 보는듯이렇게까지 요상한 팀 스우파 1, 2 스맨파 통틀어서 없었다고 본다..... 짤은 맏을수없는 최연장자 벅키 "
스맨파, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
스맨파,스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
스맨파, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
스맨파, 나도ㅋㅋㅋㅋ 스맨파 보고도 1도 설렌적 없었는데 바다한테 심장이 뜀 ㅅㅂㅋㅋ
스맨파,나도ㅋㅋㅋㅋ 스맨파 보고도 1도 설렌적 없었는데 바다한테 심장이 뜀 ㅅㅂㅋㅋ
스우파,커스틴이라는 여자를 꼭 스우파 콘서트에서 보고싶다
스우파,"1. 세계적 배틀러 윤지 왁씨가 부리더도 아니고 미들계급(이건 근데 둘이 워낙 세트로 시너지가 나서 붙여놓은 듯)2. 찐 막내 쎄라 루키x 계급미션도 빠짐3. 정작 루키인 벅키는 루키처럼 생겨서 모니카보다도 나이많고 스크릿 크럼프씬에서 개레전드; - 37세4. 그 루키 벅키는 모니카 립제이 허니제이 리헤이 댄서였던 다듀 뱀 코레오 짬 - 최소 코레오 경력도 10년임;; 모니카한테 팝핀도 가르친 사람5. 리더 펑키와이는 존재감 마네퀸에서 제일 희미함..배틀러 왁윤 천만쎄라 레드릭 벅키 존예로움과 존재감에 비해 기억남은게 거의 없음 ㅜ(이건 근데 엠넷에서 편집 ㄱ같이해서 그런걸지도)6. 근데 단체안무 퀄리티는 또 기가 막힘ㅋㅋㅋㅋㅋㅋ괜히 리더가 아냐 디렉 끝내주게 보는듯이렇게까지 요상한 팀 스우파 1, 2 스맨파 통틀어서 없었다고 본다..... 짤은 맏을수없는 최연장자 벅키 "
스우파,니네도 스우파 베베 좀 기대이하였음??
스우파," 스우파1 YGX 보는 느낌임 서사도 비슷함 계급미션 케이팝미션 연속으로 선방해서 인지도 좀 얻다가 메가크루로 주춤,,, 이번 미션에서 탈락까진 안가겠지만 다음 미션이 고비일것같음. 바다도 리정이랑 비슷한게 코레오나 댄스로는 역량은 출중한데 내공이 많지 않다보니 리아킴의 원밀이나 울플러같은 내공 출중한 팀이랑 결과물에서 확 차이가 남."
스우파,"스우파1 YGX 보는 느낌임 서사도 비슷함 계급미션 케이팝미션 연속으로 선방해서 인지도 좀 얻다가 메가크루로 주춤,,, 이번 미션에서 탈락까진 안가겠지만 다음 미션이 고비일것같음. 바다도 리정이랑 비슷한게 코레오나 댄스로는 역량은 출중한데 내공이 많지 않다보니 리아킴의 원밀이나 울플러같은 내공 출중한 팀이랑 결과물에서 확 차이가 남."
스우파,너넨 스우파 메가 탈배 누가 가야된다 생각함?
스우파,스우파 바다 때문에
쓰니님,"이 글을 읽는 내내...악몽이 되살아나서 좀 힘들었네요. 저도 쓰니님과 비슷한 엄마를 두었고, 결과적으론 저도 벌써 부모와 절연한지 8년째입니다. 비로소 인생 최초의 안정과 평화를 얻었어요. 살면서 내 평생에 심적으로 가장 안정적인 8년을 보내고 있습니다. 쓰니님이 왜 알면서도 그 끈을 놓지 못 하고 있었는지 잘 알아요. 그래도 결국 용기내서 옳은 선택을 하신게 정말 잘 하신거예요. 앞으로는 저처럼 평화롭고 안정적인 인생, 꽃길만이 펼쳐지실겁니다. 그리고 몇몇 댓글들은, 왜 엄마가 그런 사람인걸 알면서도 여행을 추진했냐 욕하기 바쁜데, 전 개인적으로 오히려 잘하신거라 생각해요.  남편 분도, 시어머님 분도, 이번 일 이렇게 직접 겪어보지 않았다면, 절대 쓰니님을 온전히 이해하지 못 했을거예요. 앞에서는 네 선택이니 존중한다 하지만, 틈만 나면 ""그래도 가족인데, 그래도 낳아준 엄마인데""하면서 화해를 권하려 했을걸요? 내심 쓰니님이 너무한다, 냉정하다, 천륜을 쉽게 저버렸다 생각하면서요. 그리곤 결국 그 생각들이 언젠가 나중에 쓰니님을 비난하게되는 발판이 되었을겁니다. 어떤 식으로든지요. 하지만 이번 일을 통해 본인들이 직접 ""그 사람""을 겪어보았으니, 앞으론 그럴 일 없겠죠. 이제야 비로소 쓰니님을 온전히 이해하게 되었을 겁니다. 저는 아주 잘 된 일이라고 생각해요. 남편 분이나 시어머님 분이나, '제대로 된 사람들이라면' 그런 사람 밑에서 정상적으로 바르게 잘 자라준 쓰니님이 대견하고 장하다고 생각하실겁니다. 하여간에 쓰니님 글을 읽고 불과 몇년 전까지도 끊임없이 제게 욕설 문자, 저주 카톡 수천 건을 보내오던 엄마란 사람이 오랜만에 떠올라 PTSD 올 뻔 했지만^^; 쓰니님도 꼭 저처럼 새 가정에서 행복하고 안정된, 평화로운 나날을 찾게 되시길 응원합니다. 행복하세요."
쓰니님,전 같이 사는 시누가 그래요. 엄청 신경쓰일때도 있고 괜찮을때도 있어요. 제 아이들은 고모가 그냥 그러나보다 하고 있어요. 50대 넘어가면서 어느순간 그러더니 점점 더 심해지더라구요. 본인도 스트레스 받아서 병원도 다녀보고 건강검진도 해봤는데 다 이상없다고 나왔다고 하네요. 지금 60대인데 그냥 노화로 그러나보다 하고 있어요. 쓰니님이 너무 스트레스라면 만나는 걸 줄여야지 어쩌겠어요. 아마도 남편분도 알면서도 이해해줬으면 하는 심정일수도 있을것 같아요.
쓰니님,제 남편도 님과 비슷 한데요 만약 시간을 되돌린다면 결혼 절대 안했구요 그 때제 결혼 말린 사람 있었으면 은인이라고절 했을거에요 친구가 아닌거 같다 했을때 말을 들었어야 했는데 ㅠ 잘해줘서그게 평생 갈 줄 알았죠 다 연기였는데원래 좋은 사람을 찾아 가세요 나한테만 잘하는 사람 오래 못가요쓰니님 신랑 될 사람도 제가 보니 글러먹었어요
